on_train_batch_start/active.all.allocated,on_train_batch_start/active.all.current,on_train_batch_start/active.all.freed,on_train_batch_start/active.all.peak,on_train_batch_start/active.large_pool.allocated,on_train_batch_start/active.large_pool.current,on_train_batch_start/active.large_pool.freed,on_train_batch_start/active.large_pool.peak,on_train_batch_start/active.small_pool.allocated,on_train_batch_start/active.small_pool.current,on_train_batch_start/active.small_pool.freed,on_train_batch_start/active.small_pool.peak,on_train_batch_start/active_bytes.all.allocated,on_train_batch_start/active_bytes.all.current,on_train_batch_start/active_bytes.all.freed,on_train_batch_start/active_bytes.all.peak,on_train_batch_start/active_bytes.large_pool.allocated,on_train_batch_start/active_bytes.large_pool.current,on_train_batch_start/active_bytes.large_pool.freed,on_train_batch_start/active_bytes.large_pool.peak,on_train_batch_start/active_bytes.small_pool.allocated,on_train_batch_start/active_bytes.small_pool.current,on_train_batch_start/active_bytes.small_pool.freed,on_train_batch_start/active_bytes.small_pool.peak,on_train_batch_start/allocated_bytes.all.allocated,on_train_batch_start/allocated_bytes.all.current,on_train_batch_start/allocated_bytes.all.freed,on_train_batch_start/allocated_bytes.all.peak,on_train_batch_start/allocated_bytes.large_pool.allocated,on_train_batch_start/allocated_bytes.large_pool.current,on_train_batch_start/allocated_bytes.large_pool.freed,on_train_batch_start/allocated_bytes.large_pool.peak,on_train_batch_start/allocated_bytes.small_pool.allocated,on_train_batch_start/allocated_bytes.small_pool.current,on_train_batch_start/allocated_bytes.small_pool.freed,on_train_batch_start/allocated_bytes.small_pool.peak,on_train_batch_start/allocation.all.allocated,on_train_batch_start/allocation.all.current,on_train_batch_start/allocation.all.freed,on_train_batch_start/allocation.all.peak,on_train_batch_start/allocation.large_pool.allocated,on_train_batch_start/allocation.large_pool.current,on_train_batch_start/allocation.large_pool.freed,on_train_batch_start/allocation.large_pool.peak,on_train_batch_start/allocation.small_pool.allocated,on_train_batch_start/allocation.small_pool.current,on_train_batch_start/allocation.small_pool.freed,on_train_batch_start/allocation.small_pool.peak,on_train_batch_start/inactive_split.all.allocated,on_train_batch_start/inactive_split.all.current,on_train_batch_start/inactive_split.all.freed,on_train_batch_start/inactive_split.all.peak,on_train_batch_start/inactive_split.large_pool.allocated,on_train_batch_start/inactive_split.large_pool.current,on_train_batch_start/inactive_split.large_pool.freed,on_train_batch_start/inactive_split.large_pool.peak,on_train_batch_start/inactive_split.small_pool.allocated,on_train_batch_start/inactive_split.small_pool.current,on_train_batch_start/inactive_split.small_pool.freed,on_train_batch_start/inactive_split.small_pool.peak,on_train_batch_start/inactive_split_bytes.all.allocated,on_train_batch_start/inactive_split_bytes.all.current,on_train_batch_start/inactive_split_bytes.all.freed,on_train_batch_start/inactive_split_bytes.all.peak,on_train_batch_start/inactive_split_bytes.large_pool.allocated,on_train_batch_start/inactive_split_bytes.large_pool.current,on_train_batch_start/inactive_split_bytes.large_pool.freed,on_train_batch_start/inactive_split_bytes.large_pool.peak,on_train_batch_start/inactive_split_bytes.small_pool.allocated,on_train_batch_start/inactive_split_bytes.small_pool.current,on_train_batch_start/inactive_split_bytes.small_pool.freed,on_train_batch_start/inactive_split_bytes.small_pool.peak,on_train_batch_start/max_split_size,on_train_batch_start/num_alloc_retries,on_train_batch_start/num_ooms,on_train_batch_start/oversize_allocations.allocated,on_train_batch_start/oversize_allocations.current,on_train_batch_start/oversize_allocations.freed,on_train_batch_start/oversize_allocations.peak,on_train_batch_start/oversize_segments.allocated,on_train_batch_start/oversize_segments.current,on_train_batch_start/oversize_segments.freed,on_train_batch_start/oversize_segments.peak,on_train_batch_start/reserved_bytes.all.allocated,on_train_batch_start/reserved_bytes.all.current,on_train_batch_start/reserved_bytes.all.freed,on_train_batch_start/reserved_bytes.all.peak,on_train_batch_start/reserved_bytes.large_pool.allocated,on_train_batch_start/reserved_bytes.large_pool.current,on_train_batch_start/reserved_bytes.large_pool.freed,on_train_batch_start/reserved_bytes.large_pool.peak,on_train_batch_start/reserved_bytes.small_pool.allocated,on_train_batch_start/reserved_bytes.small_pool.current,on_train_batch_start/reserved_bytes.small_pool.freed,on_train_batch_start/reserved_bytes.small_pool.peak,on_train_batch_start/segment.all.allocated,on_train_batch_start/segment.all.current,on_train_batch_start/segment.all.freed,on_train_batch_start/segment.all.peak,on_train_batch_start/segment.large_pool.allocated,on_train_batch_start/segment.large_pool.current,on_train_batch_start/segment.large_pool.freed,on_train_batch_start/segment.large_pool.peak,on_train_batch_start/segment.small_pool.allocated,on_train_batch_start/segment.small_pool.current,on_train_batch_start/segment.small_pool.freed,on_train_batch_start/segment.small_pool.peak,step,on_train_batch_end/active.all.allocated,on_train_batch_end/active.all.current,on_train_batch_end/active.all.freed,on_train_batch_end/active.all.peak,on_train_batch_end/active.large_pool.allocated,on_train_batch_end/active.large_pool.current,on_train_batch_end/active.large_pool.freed,on_train_batch_end/active.large_pool.peak,on_train_batch_end/active.small_pool.allocated,on_train_batch_end/active.small_pool.current,on_train_batch_end/active.small_pool.freed,on_train_batch_end/active.small_pool.peak,on_train_batch_end/active_bytes.all.allocated,on_train_batch_end/active_bytes.all.current,on_train_batch_end/active_bytes.all.freed,on_train_batch_end/active_bytes.all.peak,on_train_batch_end/active_bytes.large_pool.allocated,on_train_batch_end/active_bytes.large_pool.current,on_train_batch_end/active_bytes.large_pool.freed,on_train_batch_end/active_bytes.large_pool.peak,on_train_batch_end/active_bytes.small_pool.allocated,on_train_batch_end/active_bytes.small_pool.current,on_train_batch_end/active_bytes.small_pool.freed,on_train_batch_end/active_bytes.small_pool.peak,on_train_batch_end/allocated_bytes.all.allocated,on_train_batch_end/allocated_bytes.all.current,on_train_batch_end/allocated_bytes.all.freed,on_train_batch_end/allocated_bytes.all.peak,on_train_batch_end/allocated_bytes.large_pool.allocated,on_train_batch_end/allocated_bytes.large_pool.current,on_train_batch_end/allocated_bytes.large_pool.freed,on_train_batch_end/allocated_bytes.large_pool.peak,on_train_batch_end/allocated_bytes.small_pool.allocated,on_train_batch_end/allocated_bytes.small_pool.current,on_train_batch_end/allocated_bytes.small_pool.freed,on_train_batch_end/allocated_bytes.small_pool.peak,on_train_batch_end/allocation.all.allocated,on_train_batch_end/allocation.all.current,on_train_batch_end/allocation.all.freed,on_train_batch_end/allocation.all.peak,on_train_batch_end/allocation.large_pool.allocated,on_train_batch_end/allocation.large_pool.current,on_train_batch_end/allocation.large_pool.freed,on_train_batch_end/allocation.large_pool.peak,on_train_batch_end/allocation.small_pool.allocated,on_train_batch_end/allocation.small_pool.current,on_train_batch_end/allocation.small_pool.freed,on_train_batch_end/allocation.small_pool.peak,on_train_batch_end/inactive_split.all.allocated,on_train_batch_end/inactive_split.all.current,on_train_batch_end/inactive_split.all.freed,on_train_batch_end/inactive_split.all.peak,on_train_batch_end/inactive_split.large_pool.allocated,on_train_batch_end/inactive_split.large_pool.current,on_train_batch_end/inactive_split.large_pool.freed,on_train_batch_end/inactive_split.large_pool.peak,on_train_batch_end/inactive_split.small_pool.allocated,on_train_batch_end/inactive_split.small_pool.current,on_train_batch_end/inactive_split.small_pool.freed,on_train_batch_end/inactive_split.small_pool.peak,on_train_batch_end/inactive_split_bytes.all.allocated,on_train_batch_end/inactive_split_bytes.all.current,on_train_batch_end/inactive_split_bytes.all.freed,on_train_batch_end/inactive_split_bytes.all.peak,on_train_batch_end/inactive_split_bytes.large_pool.allocated,on_train_batch_end/inactive_split_bytes.large_pool.current,on_train_batch_end/inactive_split_bytes.large_pool.freed,on_train_batch_end/inactive_split_bytes.large_pool.peak,on_train_batch_end/inactive_split_bytes.small_pool.allocated,on_train_batch_end/inactive_split_bytes.small_pool.current,on_train_batch_end/inactive_split_bytes.small_pool.freed,on_train_batch_end/inactive_split_bytes.small_pool.peak,on_train_batch_end/max_split_size,on_train_batch_end/num_alloc_retries,on_train_batch_end/num_ooms,on_train_batch_end/oversize_allocations.allocated,on_train_batch_end/oversize_allocations.current,on_train_batch_end/oversize_allocations.freed,on_train_batch_end/oversize_allocations.peak,on_train_batch_end/oversize_segments.allocated,on_train_batch_end/oversize_segments.current,on_train_batch_end/oversize_segments.freed,on_train_batch_end/oversize_segments.peak,on_train_batch_end/reserved_bytes.all.allocated,on_train_batch_end/reserved_bytes.all.current,on_train_batch_end/reserved_bytes.all.freed,on_train_batch_end/reserved_bytes.all.peak,on_train_batch_end/reserved_bytes.large_pool.allocated,on_train_batch_end/reserved_bytes.large_pool.current,on_train_batch_end/reserved_bytes.large_pool.freed,on_train_batch_end/reserved_bytes.large_pool.peak,on_train_batch_end/reserved_bytes.small_pool.allocated,on_train_batch_end/reserved_bytes.small_pool.current,on_train_batch_end/reserved_bytes.small_pool.freed,on_train_batch_end/reserved_bytes.small_pool.peak,on_train_batch_end/segment.all.allocated,on_train_batch_end/segment.all.current,on_train_batch_end/segment.all.freed,on_train_batch_end/segment.all.peak,on_train_batch_end/segment.large_pool.allocated,on_train_batch_end/segment.large_pool.current,on_train_batch_end/segment.large_pool.freed,on_train_batch_end/segment.large_pool.peak,on_train_batch_end/segment.small_pool.allocated,on_train_batch_end/segment.small_pool.current,on_train_batch_end/segment.small_pool.freed,on_train_batch_end/segment.small_pool.peak,train_mseloss,learning_rate,epoch,val_mseloss
13591,119,13472,168,1820,2,1818,9,11771,117,11654,159,235396690432,144868864,235251821568,2002578432,234439596032,135398912,234304197120,2000236544,957094400,9469952,947624448,16335360,235396690432,144868864,235251821568,2002578432,234439596032,135398912,234304197120,2000236544,957094400,9469952,947624448,16335360,13591,119,13472,168,1820,2,1818,9,11771,117,11654,159,6913,10,6903,19,700,1,699,8,6213,9,6204,14,174971810816,14514688,174957296128,1094656512,173722732544,13498880,173709233664,1092254720,1249078272,1015808,1248062464,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,14045,120,13925,168,1880,2,1878,9,12165,118,12047,159,243185689600,144869376,243040820224,2002578432,242195820032,135398912,242060421120,2000236544,989869568,9470464,980399104,16335360,243185689600,144869376,243040820224,2002578432,242195820032,135398912,242060421120,2000236544,989869568,9470464,980399104,16335360,14045,120,13925,168,1880,2,1878,9,12165,118,12047,159,7115,11,7104,19,723,1,722,8,6392,10,6382,14,180907621376,14514176,180893107200,1094656512,179615488512,13498880,179601989632,1092254720,1292132864,1015296,1291117568,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
14053,120,13933,168,1881,2,1879,9,12172,118,12054,159,243320172544,144869376,243175303168,2002578432,242330037760,135398912,242194638848,2000236544,990134784,9470464,980664320,16335360,243320172544,144869376,243175303168,2002578432,242330037760,135398912,242194638848,2000236544,990134784,9470464,980664320,16335360,14053,120,13933,168,1881,2,1879,9,12172,118,12054,159,7120,11,7109,19,723,1,722,8,6397,10,6387,14,180907886592,14514176,180893372416,1094656512,179615488512,13498880,179601989632,1092254720,1292398080,1015296,1291382784,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,14507,121,14386,168,1941,2,1939,9,12566,119,12447,159,251109171712,144869888,250964301824,2002578432,250086261760,135398912,249950862848,2000236544,1022909952,9470976,1013438976,16335360,251109171712,144869888,250964301824,2002578432,250086261760,135398912,249950862848,2000236544,1022909952,9470976,1013438976,16335360,14507,121,14386,168,1941,2,1939,9,12566,119,12447,159,7320,11,7309,19,746,1,745,8,6574,10,6564,14,186843697152,14513664,186829183488,1094656512,185508244480,13498880,185494745600,1092254720,1335452672,1014784,1334437888,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
14515,121,14394,168,1942,2,1940,9,12573,119,12454,159,251243654656,144869888,251098784768,2002578432,250220479488,135398912,250085080576,2000236544,1023175168,9470976,1013704192,16335360,251243654656,144869888,251098784768,2002578432,250220479488,135398912,250085080576,2000236544,1023175168,9470976,1013704192,16335360,14515,121,14394,168,1942,2,1940,9,12573,119,12454,159,7325,11,7314,19,746,1,745,8,6579,10,6569,14,186843962368,14513664,186829448704,1094656512,185508244480,13498880,185494745600,1092254720,1335717888,1014784,1334703104,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14969,122,14847,168,2002,2,2000,9,12967,120,12847,159,259032653824,144870400,258887783424,2002578432,257976703488,135398912,257841304576,2000236544,1055950336,9471488,1046478848,16335360,259032653824,144870400,258887783424,2002578432,257976703488,135398912,257841304576,2000236544,1055950336,9471488,1046478848,16335360,14969,122,14847,168,2002,2,2000,9,12967,120,12847,159,7551,11,7540,19,769,1,768,8,6782,10,6772,14,192779772928,14513152,192765259776,1094656512,191401000448,13498880,191387501568,1092254720,1378772480,1014272,1377758208,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
14977,122,14855,168,2003,2,2001,9,12974,120,12854,159,259167136768,144870400,259022266368,2002578432,258110921216,135398912,257975522304,2000236544,1056215552,9471488,1046744064,16335360,259167136768,144870400,259022266368,2002578432,258110921216,135398912,257975522304,2000236544,1056215552,9471488,1046744064,16335360,14977,122,14855,168,2003,2,2001,9,12974,120,12854,159,7557,11,7546,19,769,1,768,8,6788,10,6778,14,192780038144,14513152,192765524992,1094656512,191401000448,13498880,191387501568,1092254720,1379037696,1014272,1378023424,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,15431,123,15308,168,2063,2,2061,9,13368,121,13247,159,266956135936,144870912,266811265024,2002578432,265867145216,135398912,265731746304,2000236544,1088990720,9472000,1079518720,16335360,266956135936,144870912,266811265024,2002578432,265867145216,135398912,265731746304,2000236544,1088990720,9472000,1079518720,16335360,15431,123,15308,168,2063,2,2061,9,13368,121,13247,159,7751,10,7741,19,792,1,791,8,6959,9,6950,14,198715848704,14512640,198701336064,1094656512,197293756416,13498880,197280257536,1092254720,1422092288,1013760,1421078528,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
15439,123,15316,168,2064,2,2062,9,13375,121,13254,159,267090618880,144870912,266945747968,2002578432,266001362944,135398912,265865964032,2000236544,1089255936,9472000,1079783936,16335360,267090618880,144870912,266945747968,2002578432,266001362944,135398912,265865964032,2000236544,1089255936,9472000,1079783936,16335360,15439,123,15316,168,2064,2,2062,9,13375,121,13254,159,7756,10,7746,19,792,1,791,8,6964,9,6955,14,198716113920,14512640,198701601280,1094656512,197293756416,13498880,197280257536,1092254720,1422357504,1013760,1421343744,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,15893,124,15769,168,2124,2,2122,9,13769,122,13647,159,274879618048,144871424,274734746624,2002578432,273757586944,135398912,273622188032,2000236544,1122031104,9472512,1112558592,16335360,274879618048,144871424,274734746624,2002578432,273757586944,135398912,273622188032,2000236544,1122031104,9472512,1112558592,16335360,15893,124,15769,168,2124,2,2122,9,13769,122,13647,159,7950,10,7940,19,815,1,814,8,7135,9,7126,14,204651924480,14512128,204637412352,1094656512,203186512384,13498880,203173013504,1092254720,1465412096,1013248,1464398848,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
15901,124,15777,168,2125,2,2123,9,13776,122,13654,159,275014100992,144871424,274869229568,2002578432,273891804672,135398912,273756405760,2000236544,1122296320,9472512,1112823808,16335360,275014100992,144871424,274869229568,2002578432,273891804672,135398912,273756405760,2000236544,1122296320,9472512,1112823808,16335360,15901,124,15777,168,2125,2,2123,9,13776,122,13654,159,7955,10,7945,19,815,1,814,8,7140,9,7131,14,204652189696,14512128,204637677568,1094656512,203186512384,13498880,203173013504,1092254720,1465677312,1013248,1464664064,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16355,125,16230,168,2185,2,2183,9,14170,123,14047,159,282803100160,144871936,282658228224,2002578432,281648028672,135398912,281512629760,2000236544,1155071488,9473024,1145598464,16335360,282803100160,144871936,282658228224,2002578432,281648028672,135398912,281512629760,2000236544,1155071488,9473024,1145598464,16335360,16355,125,16230,168,2185,2,2183,9,14170,123,14047,159,8149,10,8139,19,838,1,837,8,7311,9,7302,14,210588000256,14511616,210573488640,1094656512,209079268352,13498880,209065769472,1092254720,1508731904,1012736,1507719168,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
16363,125,16238,168,2186,2,2184,9,14177,123,14054,159,282937583104,144871936,282792711168,2002578432,281782246400,135398912,281646847488,2000236544,1155336704,9473024,1145863680,16335360,282937583104,144871936,282792711168,2002578432,281782246400,135398912,281646847488,2000236544,1155336704,9473024,1145863680,16335360,16363,125,16238,168,2186,2,2184,9,14177,123,14054,159,8154,10,8144,19,838,1,837,8,7316,9,7307,14,210588265472,14511616,210573753856,1094656512,209079268352,13498880,209065769472,1092254720,1508997120,1012736,1507984384,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,16817,126,16691,168,2246,2,2244,9,14571,124,14447,159,290726582272,144872448,290581709824,2002578432,289538470400,135398912,289403071488,2000236544,1188111872,9473536,1178638336,16335360,290726582272,144872448,290581709824,2002578432,289538470400,135398912,289403071488,2000236544,1188111872,9473536,1178638336,16335360,16817,126,16691,168,2246,2,2244,9,14571,124,14447,159,8346,10,8336,19,861,1,860,8,7485,9,7476,14,216524076032,14511104,216509564928,1094656512,214972024320,13498880,214958525440,1092254720,1552051712,1012224,1551039488,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
16825,126,16699,168,2247,2,2245,9,14578,124,14454,159,290861065216,144872448,290716192768,2002578432,289672688128,135398912,289537289216,2000236544,1188377088,9473536,1178903552,16335360,290861065216,144872448,290716192768,2002578432,289672688128,135398912,289537289216,2000236544,1188377088,9473536,1178903552,16335360,16825,126,16699,168,2247,2,2245,9,14578,124,14454,159,8351,10,8341,19,861,1,860,8,7490,9,7481,14,216524341248,14511104,216509830144,1094656512,214972024320,13498880,214958525440,1092254720,1552316928,1012224,1551304704,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,17279,127,17152,168,2307,2,2305,9,14972,125,14847,159,298650064384,144872960,298505191424,2002578432,297428912128,135398912,297293513216,2000236544,1221152256,9474048,1211678208,16335360,298650064384,144872960,298505191424,2002578432,297428912128,135398912,297293513216,2000236544,1221152256,9474048,1211678208,16335360,17279,127,17152,168,2307,2,2305,9,14972,125,14847,159,8543,10,8533,19,884,1,883,8,7659,9,7650,14,222460151808,14510592,222445641216,1094656512,220864780288,13498880,220851281408,1092254720,1595371520,1011712,1594359808,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
17287,127,17160,168,2308,2,2306,9,14979,125,14854,159,298784547328,144872960,298639674368,2002578432,297563129856,135398912,297427730944,2000236544,1221417472,9474048,1211943424,16335360,298784547328,144872960,298639674368,2002578432,297563129856,135398912,297427730944,2000236544,1221417472,9474048,1211943424,16335360,17287,127,17160,168,2308,2,2306,9,14979,125,14854,159,8548,10,8538,19,884,1,883,8,7664,9,7655,14,222460417024,14510592,222445906432,1094656512,220864780288,13498880,220851281408,1092254720,1595636736,1011712,1594625024,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,17741,128,17613,168,2368,2,2366,9,15373,126,15247,159,306573546496,144873472,306428673024,2002578432,305319353856,135398912,305183954944,2000236544,1254192640,9474560,1244718080,16335872,306573546496,144873472,306428673024,2002578432,305319353856,135398912,305183954944,2000236544,1254192640,9474560,1244718080,16335872,17741,128,17613,168,2368,2,2366,9,15373,126,15247,159,8740,10,8730,19,907,1,906,8,7833,9,7824,14,228396227584,14510080,228381717504,1094656512,226757536256,13498880,226744037376,1092254720,1638691328,1011200,1637680128,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
17749,128,17621,168,2369,2,2367,9,15380,126,15254,159,306708029440,144873472,306563155968,2002578432,305453571584,135398912,305318172672,2000236544,1254457856,9474560,1244983296,16335872,306708029440,144873472,306563155968,2002578432,305453571584,135398912,305318172672,2000236544,1254457856,9474560,1244983296,16335872,17749,128,17621,168,2369,2,2367,9,15380,126,15254,159,8745,10,8735,19,907,1,906,8,7838,9,7829,14,228396492800,14510080,228381982720,1094656512,226757536256,13498880,226744037376,1092254720,1638956544,1011200,1637945344,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18203,129,18074,169,2429,2,2427,9,15774,127,15647,160,314497028608,144873984,314352154624,2002578432,313209795584,135398912,313074396672,2000236544,1287233024,9475072,1277757952,16336384,314497028608,144873984,314352154624,2002578432,313209795584,135398912,313074396672,2000236544,1287233024,9475072,1277757952,16336384,18203,129,18074,169,2429,2,2427,9,15774,127,15647,160,8937,10,8927,19,930,1,929,8,8007,9,7998,14,234332303360,14509568,234317793792,1094656512,232650292224,13498880,232636793344,1092254720,1682011136,1010688,1681000448,4935168,-1,0,0,0,0,0,0,0,0,0,0,3040870400,3038773248,2097152,3038773248,3019898880,3019898880,0,3019898880,20971520,18874368,2097152,18874368,18,17,1,17,8,8,0,8,10,9,1,9,,,,
